NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NSMCE1	1	Nsmce1	
ARMC7	1	Armc7	
ATM	1	Atm	
DEGS2	1	Degs2	
CELF1	1	Celf1	
L3MBTL3	1	L3mbtl3	
CCR7	1	Ccr7	
ATF7	1	Atf7	
DYRK2	1	Dyrk2	
TBC1D22B	1	Tbc1d22b	
ZUP1	1	Zup1	
SPATA13	1	Spata13	
FOXO1	1	Foxo1	
ATP13A3	1	Atp13a3	
FRY	1	Fry	
PML	1	Pml	
CYB5B	1	Cyb5b	
RPS24	1	Rps24	
FYB1	1	Fyb	
CREB1	1	Creb1	
SCMH1	1	Scmh1	
LONP2	1	Lonp2	
DNMT3A	1	Dnmt3a	
GIMAP4	1	Gimap4	
LRRC4	1	Lrrc4	
ID3	1	Id3	
GPR183	1	Gpr183	
SETD7	1	Setd7	
C16orf54	1	AI467606	
TUBB	1	Tubb5	
FOXO3	1	Foxo3	
RPS15	1	Rps15	
PRKD3	1	Prkd3	
IL16	1	Il16	
MFSD4A	1	Mfsd4a	
SUCLG2	1	Suclg2	
HSPH1	1	Hsph1	
CLIP1	1	Clip1	
ISG20	1	Isg20	
FOCAD	1	Focad	
KMT2C	1	Kmt2c	
VAV1	1	Vav1	
RPS23	1	Rps23	
TASOR	1	Tasor	
ARHGAP45	1	Arhgap45	
CHCHD3	1	Chchd3	
MAN1A2	1	Man1a2	
PHF20L1	1	Phf20l1	
HSPBAP1	1	Hspbap1	
ZDHHC17	1	Zdhhc17	
ZNF292	1	Zfp292	
HERC4	1	Herc4	
BBS9	1	Bbs9	
TMEM245	1	Tmem245	
ENTREP3	1	Fam189b	
DAXX	1	Daxx	
DNAH8	1	Dnah8	
RANBP9	1	Ranbp9	
XAF1	1	Xaf1	
ZMYND8	1	Zmynd8	
PLCL2	1	Plcl2	
RCBTB1	1	Rcbtb1	
ABCG1	1	Abcg1	
PUM2	1	Pum2	
STIM1	1	Stim1	
ATP11C	1	Atp11c	
SMURF2	1	Smurf2	
FAM172A	1	Fam172a	
UVRAG	1	Uvrag	
XRCC4	1	Xrcc4	
DENND1B	1	Dennd1b	
MGA	1	Mga	
ACSS1	1	Acss1	
ARID3B	1	Arid3b	
TRIM14	1	Trim14	
HMG20A	1	Hmg20a	
AIRN	1	Airn	
SPATA6	1	Spata6	
RPS20	1	Rps20	
RPS16	1	Rps16	
EIF4A2	1	Eif4a2	
RFX7	1	Rfx7	
ZNF280D	1	Zfp280d	
OAS2	1	Oas2	
IRF7	1	Irf7	
FNTB	1	Fntb	
MYLIP	1	Mylip	
RPS19	1	Rps19	
TRIM44	1	Trim44	
TRIM56	1	Trim56	
CYRIB	1	Fam49b	
ART2BP	1	Art2b	
DOP1A	1	Dop1a	
TNIK	1	Tnik	
KMT2A	1	Kmt2a	
MCMBP	1	Mcmbp	
PDLIM1	1	Pdlim1	
ARHGEF11	1	Arhgef11	
TMLHE	1	Tmlhe	
PHF11	1	Phf11c	
REV3L	1	Rev3l	
INSYN2B	1	Insyn2b	
LARP1	1	Larp1	
FOXK1	1	Foxk1	
ABCG2	1	Abcg3	
BBX	1	Bbx	
MACF1	1	Macf1	
FLI1	1	Fli1	
KANSL1L	1	Kansl1l	
RPL31	1	Rpl31	
MAP2K6	1	Map2k6	
KLF7	1	Klf7	
DPH5	1	Dph5	
SLC14A1	1	Slc14a1	
SMG1	1	Smg1	
GALNT7	1	Galnt7	
BOLL	1	Boll	
ATP1B3	1	Atp1b3	
SESN1	1	Sesn1	
AHCYL2	1	Ahcyl2	
C5orf58	1	4930469K13Rik	
ERAP1	1	Erap1	
GIMAP7	1	Gimap7	
BICDL1	1	Bicdl1	
MORC3	1	Morc3	
USP25	1	Usp25	
SMYD3	1	Smyd3	
SMCHD1	1	Smchd1	
XPO1	1	Xpo1	
RPS6	1	Rps6	
MRTFA	1	Mrtfa	
CDYL2	1	Cdyl2	
TCF12	1	Tcf12	
KLF13	1	Klf13	
WNT5B	1	Wnt5b	
ZDHHC15	1	Zdhhc15	
PHIP	1	Phip	
ETNK1	1	Etnk1	
EPSTI1	1	Epsti1	
METTL9	1	Mettl9	
IGHM	1	Ighm	
DESI2	1	Desi2	
UTRN	1	Utrn	
SELENOP	1	Selenop	
RPL23A	1	Rpl23a	
ZNF710	1	Zfp710	
TANC1	1	Tanc1	
IL27RA	1	Il27ra	
HERC3	1	Herc3	
SIAH1	1	Siah1a	
IRGM	3	Irgm1:Igtp:Irgm2	
GRAMD4	1	Gramd4	
CD2AP	1	Cd2ap	
MIA2	1	Mia2	
BICRA	1	Bicra	
EYA2	1	Eya2	
JAK1	1	Jak1	
GBP2	1	Gbp2	
OTULINL	1	Otulinl	
SMAD3	1	Smad3	
TRAF3IP3	1	Traf3ip3	
SKAP1	1	Skap1	
MLLT3	1	Mllt3	
TNRC6C	1	Tnrc6c	
LRRC1	1	Lrrc1	
NRROS	1	Nrros	
TMEM131L	1	Tmem131l	
USP3	1	Usp3	
ATP11B	1	Atp11b	
FTO	1	Fto	
ANKRD44	1	Ankrd44	
PRKCE	1	Prkce	
MYCBP2	1	Mycbp2	
MBOAT1	1	Mboat1	
ANO6	1	Ano6	
DTX3L	1	Dtx3l	
RPL5	1	Rpl5	
ITGA6	1	Itga6	
SLC44A2	1	Slc44a2	
SMARCA2	1	Smarca2	
CDC42SE2	1	Cdc42se2	
TBC1D1	1	Tbc1d1	
OASL2P	1	Oasl2	
DAPL1	1	Dapl1	
ZFP36	1	Zfp36	
SLC12A6	1	Slc12a6	
PGLYRP2	1	Pglyrp2	
STK4	1	Stk4	
WASHC4	1	Washc4	
UGCG	1	Ugcg	
STT3B	1	Stt3b	
DENND2D	1	Dennd2d	
SGK3	1	Sgk3	
EEFSEC	1	Eefsec	
BCL9	1	Bcl9	
GIMAP8	1	Gimap8	
CCM2	1	Ccm2	
CBL	1	Cbl	
TGFBR2	1	Tgfbr2	
DZIP1	1	Dzip1	
NCK2	1	Nck2	
KAT2B	1	Kat2b	
PARP9	1	Parp9	
ST8SIA6	1	St8sia6	
RPS17	1	Rps17	
PTPRC	1	Ptprc	
NEDD9	1	Nedd9	
CLEC2D	2	Clec2i:Clec2d	
SLC49A4	1	Slc49a4	
NLK	1	Nlk	
CASP8	1	Casp8	
TSIX	1	Tsix	
TREML2	1	Treml2	
FCHSD2	1	Fchsd2	
IL6R	1	Il6ra	
CD226	1	Cd226	
SETX	1	Setx	
NUMB	1	Numb	
RRAS2	1	Rras2	
RSU1	1	Rsu1	
SENP7	1	Senp7	
CYTH1	1	Cyth1	
ZBP1	1	Zbp1	
RASSF2	1	Rassf2	
ARHGEF1	1	Arhgef1	
AAK1	1	Aak1	
CTSE	1	Ctse	
HMGN1	1	Hmgn1	
CYRIA	1	Fam49a	
USP24	1	Usp24	
LARS2	1	Lars2	
PTEN	1	Pten	
ALS2CL	1	Als2cl	
ATF7IP	1	Atf7ip	
ACP5	1	Acp5	
RTP4	1	Rtp4	
TRIB2	1	Trib2	
PHF21A	1	Phf21a	
BZW2	1	Bzw2	
IPCEF1	1	Ipcef1	
TASP1	1	Tasp1	
RASGRP1	1	Rasgrp1	
PACS1	1	Pacs1	
RBMS1	1	Rbms1	
FAM102A	1	Fam102a	
CARD11	1	Card11	
CRIM1	1	Crim1	
IFIT2	1	Ifit2	
PRRG1	1	Prrg1	
RFX3	1	Rfx3	
TCF20	1	Tcf20	
HEXB	1	Hexb	
TCF7	1	Tcf7	
RPL13A	1	Rpl13a	
RPL12	1	Rpl12	
PRKD2	1	Prkd2	
STAMBPL1	1	Stambpl1	
LYPD6B	1	Lypd6b	
TMEM71	1	Tmem71	
SLC12A7	1	Slc12a7	
PPP1R13B	1	Ppp1r13b	
BACH2	1	Bach2	
DOCK10	1	Dock10	
TXNIP	1	Txnip	
ARID1A	1	Arid1a	
MT-ND2	1	mt-Nd2	
CALCRL	1	Calcrl	
GBP6	4	Gbp6:Gbp8:Gbp9:Gbp4	
IGFBP4	1	Igfbp4	
RHOH	1	Rhoh	
MOB3B	1	Mob3b	
MAP3K3	1	Map3k3	
SIPA1L1	1	Sipa1l1	
ATP8A1	1	Atp8a1	
CHD3	1	Chd3	
NPC2	1	Npc2	
S1PR1	1	S1pr1	
IQGAP2	1	Iqgap2	
RASGRP2	1	Rasgrp2	
CFLAR	1	Cflar	
FOXN3	1	Foxn3	
PELI1	1	Peli1	
PARP14	1	Parp14	
CRLF3	1	Crlf3	
ATP8B4	1	Atp8b4	
CD27	1	Cd27	
RIGI	1	Ddx58	
SMC6	1	Smc6	
SIDT1	1	Sidt1	
IKZF1	1	Ikzf1	
PIK3IP1	1	Pik3ip1	
BST2	1	Bst2	
SH3PXD2A	1	Sh3pxd2a	
GPR18	1	Gpr18	
UBAC2	1	Ubac2	
PIK3CD	1	Pik3cd	
IFIT3	1	Ifit3	
EVL	1	Evl	
ARHGEF3	1	Arhgef3	
FILIP1L	1	Filip1l	
THADA	1	Thada	
ST8SIA1	1	St8sia1	
RAPGEF6	1	Rapgef6	
DIPK1A	1	Dipk1a	
ATP1B1	1	Atp1b1	
MAML2	1	Maml2	
MAN1A1	1	Man1a	
PPP3CA	1	Ppp3ca	
FAM78A	1	Fam78a	
MCTP2	1	Mctp2	
STAT1	1	Stat1	
ADD3	1	Add3	
TRIM5	3	Trim12a:Trim12c:Trim30a	
RREB1	1	Rreb1	
CMAHP	1	Cmah	
SLFN13	1	Slfn8	
SAMD9L	1	Samd9l	
KLF3	1	Klf3	
IFT80	1	Ift80	
ZNF652	1	Zfp652	
RCSD1	1	Rcsd1	
PATJ	1	Patj	
ARL4C	1	Arl4c	
LPP	1	Lpp	
USP18	1	Usp18	
DTX1	1	Dtx1	
KLF2	1	Klf2	
SSBP2	1	Ssbp2	
GBP7	1	Gbp7	
PCED1B	1	Pced1b	
NDRG3	1	Ndrg3	
PARP11	1	Parp11	
TRAT1	1	Trat1	
RERE	1	Rere	
SLC28A2	2	Gm14085:Slc28a2	
HERC6	1	Herc6	
ABTB2	1	Abtb2	
IFIT1B	2	Ifit1bl1:Ifit1	
KBTBD11	1	Kbtbd11	
IL6ST	1	Il6st	
PIK3R5	1	Pik3r5	
ZNRF3	1	Znrf3	
SMC4	1	Smc4	
HSD11B1	1	Hsd11b1	
OPRM1	1	Oprm1	
SP100	1	Sp100	
ABLIM1	1	Ablim1	
DDX60	1	Ddx60	
RFLNB	1	Rflnb	
TESPA1	1	Tespa1	
PRKCB	1	Prkcb	
ITPR2	1	Itpr2	
PDE3B	1	Pde3b	
CAMK1D	1	Camk1d	
NEDD4L	1	Nedd4l	
ARHGAP15	1	Arhgap15	
MS4A6A	1	Ms4a6b	
APBB1IP	1	Apbb1ip	
DGKA	1	Dgka	
BCL11B	1	Bcl11b	
PDK1	1	Pdk1	
CCND3	1	Ccnd3	
ARHGEF18	1	Arhgef18	
ISG15	1	Isg15	
GRAP2	1	Grap2	
NSG2	1	Nsg2	
ACTN1	1	Actn1	
THEMIS	1	Themis	
RAPGEF4	1	Rapgef4	
XIST	1	Xist	
PRKCQ	1	Prkcq	
PPM1H	1	Ppm1h	
RIPOR2	1	Ripor2	
SLFN5	1	Slfn5	
RNF213	1	Rnf213	
GALNT10	1	Galnt10	
CDK8	1	Cdk8	
IFI16	7	Ifi209:Ifi208:Ifi206:Ifi203:Ifi214:Ifi213:Mndal	
ST6GAL1	1	St6gal1	
FGF13	1	Fgf13	
GIMAP6	1	Gimap6	
PAG1	1	Pag1	
SELL	1	Sell	
SATB1	1	Satb1	
CMSS1	1	Cmss1	
LEF1	1	Lef1	
SCML4	1	Scml4	
FOXP1	1	Foxp1	
